,Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year,First_Name,Last_Name,Genre_Niche_1,Genre_Niche_2,Skill_1,Skill_2,Skill_3
355,Alexander Kim,Male,33,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Alexander, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
356,Olivia Tran,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Olivia, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
357,James Nguyen,Male,35,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,James, Nguyen,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
358,Emma Tran,Female,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Emma, Tran,Music,,Singing, Songwriting, Music Production
359,Sophie Johnson,Female,27,British,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Sophie, Johnson,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
360,Oliver Smith,Male,31,British,7,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Oliver, Smith,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
361,Zara Ali,Female,29,Indian,6,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Zara, Ali,Technology,,Software Engineering, Data Science, Artificial Intelligence
362,Ethan Patel,Male,30,Indian,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Ethan, Patel,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
363,Aisha Khan,Female,27,Indian,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Aisha, Khan,Music,,Singing, Songwriting, Music Production
364,Rohan Singh,Male,35,Indian,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ESTJ,280000,Rohan, Singh,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
365,Maya Gupta,Female,30,Indian,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Maya, Gupta,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
366,Arjun Sharma,Male,29,Indian,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Arjun, Sharma,Comedy,,Stand-up Comedy, Improvisation, Writing
367,Sofia Kumar,Female,32,Indian,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Sofia, Kumar,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
368,Vikram Patel,Male,28,Indian,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,Vikram, Patel,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
369,Isha Singh,Female,31,Indian,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Isha, Singh,Photography & Travel,,Photography, Videography, Travel Writing
370,Raj Kapoor,Male,28,Indian,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Raj, Kapoor,Comedy,,Stand-up Comedy, Improvisation, Writing
371,Ananya Gupta,Female,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Ananya, Gupta,Technology,,Software Engineering, Data Science, Artificial Intelligence
372,Kabir Sharma,Male,29,Indian,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Kabir, Sharma,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
373,Priya Khan,Female,32,Indian,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Priya, Khan,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
374,Aditya Patel,Male,30,Indian,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Aditya, Patel,Music,,Singing, Songwriting, Music Production
375,Neha Kumar,Female,28,Indian,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Neha, Kumar,Food & Cooking,,Cooking, Recipe Development, Food Blogging
376,Aryan Singh,Male,32,Indian,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Aryan, Singh,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
377,Priya Gupta,Female,29,Indian,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Priya, Gupta,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
378,Rishi Kumar,Male,28,Indian,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Rishi, Kumar,Music,,Singing, Songwriting, Music Production
379,Neha Patel,Female,27,Indian,5,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Neha, Patel,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
380,Kabir Singh,Male,34,Indian,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Kabir, Singh,Comedy,,Stand-up Comedy, Improvisation, Writing
381,Anjali Gupta,Female,30,Indian,8,Technology,8,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,3.0,550.0,1200000.0,70000.0,5.0,ESFP,280000,Anjali, Gupta,Technology,,Software Engineering, Data Science, Artificial Intelligence
382,Arjun Sharma,Male,29,Indian,6,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,300.0,750000.0,35000.0,4.0,ISTP,180000,Arjun, Sharma,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
383,Nisha Kumar,Female,31,Indian,7,Fashion & Beauty,7,"Fashion Design, Modeling, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Nisha, Kumar,Fashion & Beauty,,Fashion Design, Modeling, Fashion Blogging
384,Rahul Singh,Male,28,Indian,6,Food & Cooking,7,"Cooking, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Rahul, Singh,Food & Cooking,,Cooking, Recipe Development, Food Styling
385,Riya Sharma,Female,27,Indian,5,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Riya, Sharma,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
387,Emma Thompson,Female,32,American,7,Fashion & Beauty,8,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Emma, Thompson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
388,Oliver Wilson,Male,28,British,6,Fitness & Nutrition,9,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,4.0,500.0,900000.0,50000.0,5.0,ENTJ,220000,Oliver, Wilson,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
389,Sophia Garcia,Female,29,Mexican,8,Technology,8,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,5.0,600.0,1200000.0,70000.0,6.0,INTP,250000,Sophia, Garcia,Technology,,Software Engineering, Data Science, Artificial Intelligence
390,Daniel Kim,Male,31,Korean,9,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,450.0,950000.0,55000.0,4.0,ENTP,210000,Daniel, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
391,Ava Johnson,Female,27,Canadian,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,2.0,350.0,800000.0,40000.0,3.0,INFP,180000,Ava, Johnson,Music,,Singing, Songwriting, Music Production
392,Liam Lee,Male,33,Irish,8,Food & Cooking,7,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,550.0,1100000.0,65000.0,5.0,ISFJ,270000,Liam, Lee,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
393,Olivia Martinez,Female,30,Mexican,7,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,4.0,600.0,1300000.0,75000.0,6.0,INTJ,300000,Olivia, Martinez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
394,Noah Rodriguez,Male,29,Spanish,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,2.0,400.0,850000.0,45000.0,4.0,ENFJ,200000,Noah, Rodriguez,Comedy,,Stand-up Comedy, Improvisation, Writing
395,Isabella Nguyen,Female,31,Vietnamese,8,Fashion & Lifestyle,8,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ISFP,250000,Isabella, Nguyen,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
396,William Lopez,Male,30,Mexican,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISTP,200000,William, Lopez,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
397,Sophia Nguyen,Female,28,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,6.0,ISTJ,300000,Sophia, Nguyen,Photography & Travel,,Photography, Videography, Travel Writing
398,Alexander Tran,Male,32,Vietnamese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,2.0,400.0,850000.0,45000.0,4.0,ENFP,200000,Alexander, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
399,Mia Kim,Female,29,Korean,6,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,5.0,600.0,1200000.0,70000.0,6.0,INTJ,250000,Mia, Kim,Technology,,Software Engineering, Data Science, Artificial Intelligence
400,Ethan Hernandez,Male,28,Spanish,7,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,3.0,500.0,1000000.0,60000.0,5.0,ENTP,220000,Ethan, Hernandez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
401,Ava Tran,Female,32,Vietnamese,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,INFJ,250000,Ava, Tran,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
402,Liam Kim,Male,30,Korean,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,250000,Liam, Kim,Music,,Singing, Songwriting, Music Production
403,Sophia Nguyen,Female,28,Vietnamese,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Sophia, Nguyen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
404,Oliver Martinez,Male,33,Mexican,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,3.0,550.0,1200000.0,70000.0,5.0,ISTP,280000,Oliver, Martinez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
405,Emma Tran,Female,27,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
406,James Nguyen,Male,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,James, Nguyen,Music,,Singing, Songwriting, Music Production
407,Ava Tran,Female,31,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Ava, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
408,Oliver Kim,Male,34,Korean,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Oliver, Kim,Comedy,,Stand-up Comedy, Improvisation, Writing
409,Sophia Nguyen,Female,30,Vietnamese,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,6.0,ESFP,280000,Sophia, Nguyen,Technology,,Software Engineering, Data Science, Artificial Intelligence
410,Alexander Kim,Male,27,Korean,6,Gaming & Esports,7,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INTP,200000,Alexander, Kim,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
411,Olivia Lee,Female,31,Korean,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Olivia, Lee,Music,,Singing, Songwriting, Music Production
412,Noah Tran,Male,33,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Noah, Tran,Food & Cooking,,Cooking, Recipe Development, Food Blogging
413,Isabella Kim,Female,27,Korean,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Isabella, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
414,Sophia Lee,Female,28,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Sophia, Lee,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
415,Ethan Johnson,Male,32,Canadian,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Ethan, Johnson,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
416,Aisha Khan,Female,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Aisha, Khan,Technology,,Software Engineering, Data Science, Artificial Intelligence
417,Daniel Martinez,Male,29,Mexican,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3.0,500.0,1000000.0,60000.0,5.0,INFJ,220000,Daniel, Martinez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
418,Sophie Kim,Female,27,Korean,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENTP,230000,Sophie, Kim,Music,,Singing, Songwriting, Music Production
419,Oliver Chen,Male,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4.0,550.0,1100000.0,65000.0,5.0,ISTP,280000,Oliver, Chen,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
420,Ava Rodriguez,Female,31,Mexican,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Ava, Rodriguez,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
421,Noah Garcia,Male,28,Spanish,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ENFP,220000,Noah, Garcia,Comedy,,Stand-up Comedy, Improvisation, Writing
422,Emma Lopez,Female,33,Spanish,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1100000.0,65000.0,5.0,INTJ,250000,Emma, Lopez,Fashion & Lifestyle,,Fashion Styling, Fashion Photography, Fashion Blogging
423,William Nguyen,Male,30,Vietnamese,8,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ISFP,200000,William, Nguyen,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Vlogging
424,Sophia Tran,Female,32,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4.0,600.0,1300000.0,75000.0,5.0,ISTJ,300000,Sophia, Tran,Photography & Travel,,Photography, Videography, Travel Writing
425,Ethan Tran,Male,28,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Ethan, Tran,Comedy,,Stand-up Comedy, Improvisation, Writing
426,Ava Khan,Female,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Ava, Khan,Technology,,Software Engineering, Data Science, Artificial Intelligence
427,Daniel Lee,Male,29,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2.0,400.0,900000.0,45000.0,4.0,INFP,200000,Daniel, Lee,Gaming & Esports,,Gaming Skills, Strategy, Esports Commentary
428,Sophia Rodriguez,Female,32,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Rodriguez,Fashion & Beauty,,Fashion Styling, Makeup Artistry, Fashion Blogging
429,Oliver Kim,Male,30,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ESFP,280000,Oliver, Kim,Music,,Singing, Songwriting, Music Production
430,Ava Garcia,Female,28,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Ava, Garcia,Food & Cooking,,Cooking, Recipe Development, Food Blogging
431,Noah Hernandez,Male,32,Mexican,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Noah, Hernandez,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
432,Emma Tran,Female,29,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Emma, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
433,William Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,William, Nguyen,Music,,Singing, Songwriting, Music Production
434,Sophia Tran,Female,32,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2.0,400.0,850000.0,45000.0,4.0,ESFJ,200000,Sophia, Tran,Beauty & Makeup,,Makeup Artistry, Skincare, Beauty Blogging
435,Oliver Nguyen,Male,34,Vietnamese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3.0,450.0,950000.0,50000.0,4.0,ESTJ,220000,Oliver, Nguyen,Comedy,,Stand-up Comedy, Improvisation, Writing
436,Emma Kim,Female,29,Korean,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3.0,450.0,950000.0,50000.0,4.0,ENFJ,220000,Emma, Kim,Food & Cooking,,Culinary Skills, Recipe Development, Food Styling
437,William Tran,Male,30,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,William, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
438,Sophia Kim,Female,31,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,Sophia, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
439,Oliver Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Oliver, Nguyen,Music,,Singing, Songwriting, Music Production
440,Emma Kim,Female,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Emma, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
441,William Tran,Male,29,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,William, Tran,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
442,Sophia Nguyen,Female,31,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Nguyen,Music,,Singing, Songwriting, Music Production
443,Oliver Kim,Male,33,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
445,William Kim,Male,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,William, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
447,Oliver Kim,Male,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
448,Emma Nguyen,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Nguyen,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
449,William Kim,Male,35,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,William, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
450,Sophia Tran,Female,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
451,Oliver Nguyen,Male,33,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Nguyen,Food & Cooking,,Cooking, Recipe Development, Food Blogging
452,Emma Kim,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2.0,400.0,850000.0,45000.0,4.0,INTP,200000,Emma, Kim,Travel & Adventure,,Travel Writing, Photography, Adventure Sports
453,William Tran,Male,29,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,William, Tran,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
455,Oliver Kim,Male,34,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3.0,450.0,950000.0,50000.0,4.0,INFJ,220000,Oliver, Kim,Food & Cooking,,Cooking, Recipe Development, Food Blogging
457,William Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3.0,500.0,1100000.0,65000.0,5.0,ISFJ,230000,William, Kim,Parenting & Family,,Parenting Tips, Child Psychology, Family Vlogging
458,Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3.0,500.0,1000000.0,60000.0,5.0,ENFP,230000,Sophia, Tran,Music,,Singing, Songwriting, Music Production
459,Luna Smith,Female,29,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3.0,400.0,850000.0,45000.0,4.0,ISTJ,200000,Luna, Smith,Fitness & Nutrition,,Personal Training, Nutrition Coaching, Fitness Modeling
460,Maxwell Brown,Male,33,British,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2.0,350.0,800000.0,40000.0,4.0,ENFJ,180000,Maxwell, Brown,Fashion & Beauty,,Fashion Design, Makeup Artistry, Fashion Blogging
461,Sakura Tanaka,Female,31,Japanese,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4.0,600.0,1200000.0,70000.0,5.0,INTJ,250000,Sakura, Tanaka,Technology,,Software Engineering, Data Science, Artificial Intelligence
